TTDTargetID	Target_Name	Indication	ICD9	ICD10
T29683	Nigral tachykinin NK(3) receptor	Depression	311	F30-F39
T29683	Nigral tachykinin NK(3) receptor	Irritable bowel syndrome	564.1, 787.91	A09, K58, K59.1
T29683	Nigral tachykinin NK(3) receptor	Psychiatric disorder	290-319	F01-F99
T29683	Nigral tachykinin NK(3) receptor	Psychotic disorders	290-299	F20-F29
T29683	Nigral tachykinin NK(3) receptor	Schizophrenia	295	F20
T29683	Nigral tachykinin NK(3) receptor	Schizophrenia; Schizoaffective disorders	295, 295.70	F20, F25
T29736	Laminin beta-3 chain	Epidermolysis bullosa		Q81
T29754	MAPKAPK5	Rheumatoid arthritis	710-719, 714	M05-M06
T29815	Neoplasm antigen	Colorectal cancer	153, 154	C18-C21
T29879	Integrin alpha-5	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T29879	Integrin alpha-5	Allergy	995.3	T78.4
T29879	Integrin alpha-5	Asthma		J45
T29879	Integrin alpha-5	Macular degeneration	362.5	H35.3
T29879	Integrin alpha-5	Multiple scierosis	340	G35
T29960	Wilms' tumor protein	Acute myeloid leukemia	205	C92.0
T29960	Wilms' tumor protein	Acute myeloid leukemia; Lung cancer	205, 162	C92.0, C33-C34
T29960	Wilms' tumor protein	Leukemia	208.9	C90-C95
T29960	Wilms' tumor protein	Myeloid leukemia	208.9	C92
T29999	Vasopressin V1 receptor	Amnesia		F04
T30014	Immunoglobulin	Bacillus anthracis infection		A22
T30014	Immunoglobulin	Bone marrow transplantation	279.5, 996	D89.8, T86
T30014	Immunoglobulin	Vaccination		
T30028	Vesicle-associated membrane protein	Parkinson's disease	332	G20
T30081	Thymidine kinase	Acute myeloid leukemia	205	C92.0
T30081	Thymidine kinase	Adult varicella zoster virus infection		B02
T30081	Thymidine kinase	Brain cancer	191, 225.0	C71, D33
T30081	Thymidine kinase	Cancer	140-229	C00-C96
T30081	Thymidine kinase	Graft-versus-host disease	279.5	T86.0
T30081	Thymidine kinase	Pancreatic cancer	140-199, 140-229, 157, 210-229	C25
T30081	Thymidine kinase	Prostate cancer	185	C61
T30081	Thymidine kinase	Solid tumours	140-199, 210-229	C00-D48
T30082	Acetylcholinesterase	Alzheimer disease	331	G30
T30082	Acetylcholinesterase	Alzheimer disease; Mild cognitive impairment	331.0, 331.83	F06.7, G30, G31.84
T30082	Acetylcholinesterase	Cancer	140-229	C00-C96
T30082	Acetylcholinesterase	Chronic glaucoma	365	H40-H42
T30082	Acetylcholinesterase	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T30082	Acetylcholinesterase	Epileptic seizures; Alzheimer disease	345.9, 780.3, 331	G40, P90, R56, G30
T30082	Acetylcholinesterase	Glaucoma	365	H40-H42
T30082	Acetylcholinesterase	Helminth infection	001-139	A00-B99
T30082	Acetylcholinesterase	Myasthenia gravis	358	G70.0
T30082	Acetylcholinesterase	Myasthenia gravis diagnosis	358	G70.0
T30082	Acetylcholinesterase	Neurodegenerative disease	330-337	G30-G32
T30082	Acetylcholinesterase	Open-angle glaucoma; Anxiety disorder	365, 300, 311	H40-H42, F32, F40-F42
T30082	Acetylcholinesterase	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T30082	Acetylcholinesterase	Parkinson's disease	332	G20
T30082	Acetylcholinesterase	Pediculus humanus capitis	132	B85.0
T30082	Acetylcholinesterase	Poison intoxication		T36-T50
T30082	Acetylcholinesterase	Poisoning due to pesticides and chemicals		T36-T50
T30082	Acetylcholinesterase	Unspecified		
T30082	Acetylcholinesterase	Upper abdominal bloating; Early satiation associated with functional dyspepsia	536.8	K30
T30082	Acetylcholinesterase	Urinary dysfunction		N39.3-N39.4
T30082	Acetylcholinesterase	Xerostomia	527.7	K11.7, R68.2
T30085	SLGT2	Diabetes	253.5, 588.1	E23.2, N25.1
T30085	SLGT2	Liver disease	570-574	K70-K77
T30085	SLGT2	Type 1 diabetes	250	E10
T30085	SLGT2	Type 2 diabetes	250	E11
T30208	Secretion of growth hormone	Cerebrovascular ischaemia	434.91	I61-I63
T30284	Interferon-gamma receptor	Chronic granulomatous disease	288.1	D71
T30355	Cellular immunotherapy	Renal cancer	140-229, 189	C64
T30356	Blood group Rh(D) polypeptide	Anemia	280-285	D50-D64
T30372	Cruzipain	Helminth infection	001-139	A00-B99
T30374	Gamma-aminobutyric acid uptake	Anxiety disorder; Insomnia	300, 307.4, 327.0	F40-F42, F51.0, G47.0
T30374	Gamma-aminobutyric acid uptake	Panic disorder; Epilepsy	300.01, 300.21, 345	F41.0, G40
T30383	Endogenous gut peptide	Obesity	278	E66
T30418	DNA synthesis	Cancer	140-229	C00-C96
T30418	DNA synthesis	Solid tumours	140-199, 210-229	C00-D48
T30455	Atypical antipsychotic	Parkinson disease psychosis		G00-G99
T30455	Atypical antipsychotic	Parkinson's disease; Psychosis; Schizophrenia	290-299, 332, 295	F02.3, F20-F29, G20, F20
T30520	bacterial RNA polymerase switch region	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T30520	bacterial RNA polymerase switch region	Clostridium difficile associated diarrhea	008.45, 787.91	A04.7, A09, K59.1
T30520	bacterial RNA polymerase switch region	Tuberculosis	010-018	A15-A19
T30563	Leukotriene B4 receptor 2	Inflammatory bowel disease	555, 556	K50, K51
T30578	Probable arabinosyltransferase	Pulmonary tuberculosis		A15-A19
T30635	Small inducible cytokine B10	Autoimmune diabetes		E08-E13
T30635	Small inducible cytokine B10	Crohn's disease	555	K50
T30635	Small inducible cytokine B10	Crohn's disease; Ulcerative colitis	555, 556, 556.9	K50, K50-K52, K51
T30635	Small inducible cytokine B10	Immune disorder		D80-D89
T30653	Lyso-PAF: acetyl-CoA acetyltransferase 	Obesity	278	E66
T30687	mRNA of glucocorticoid receptor	Type 2 diabetes	250	E11
T30784	Thrombospondin-1 ligand	Solid tumours	140-199, 210-229	C00-D48
T30803	Glutathione reductase	Asthma		J45
T30803	Glutathione reductase	Inflammatory bowel disease	555, 556	K50, K51
T30803	Glutathione reductase	Vascular disease	325, 430-459	G45-G46, I60-I95
T30817	Serine palmitoyltransferase	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T30834	Amylin receptor	Hypertension	401	I10-I16
T30834	Amylin receptor	Obesity	278	E66
T30834	Amylin receptor	Type 2 diabetes	250	E11
T30834	Amylin receptor	Unspecified		
T30926	mRNA of GRB2	Acute lymphoblastic leukemia; Acute myeloid leukemia; Chronic myelogenous leukemia; Hematological malignancies; Myelodysplastic syndrome	204.0, 205.0, 205.1, 238.7, 200-209	C91.0, C92.0, C92.1, D46, C81-C86
T30938	RNA polymerase	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T30938	RNA polymerase	Head and neck cancer	140-149, 140-229	C07-C14, C32-C33
T30938	RNA polymerase	Influenza virus		J11.1
T30940	Mitochondrial 10 kDa heat shock protein	Autoimmune diabetes		E08-E13
T30956	Anthrax toxin	Anthrax	22	A00-B99
T30956	Anthrax toxin	Diabetic neuropathy	250, 250.6, 356.0, 356.8	E11.40
T30985	Histamine H2 receptor	Acid-reflux disorders	530.81	K21
T30985	Histamine H2 receptor	Duodenal ulcers		K25-K27
T30985	Histamine H2 receptor	Gastric secretory disorders	536.8	K30
T30985	Histamine H2 receptor	Gastric ulcer	531	K25
T30985	Histamine H2 receptor	Gastroesophageal reflux disease	140-229, 530	K21
T30985	Histamine H2 receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T30985	Histamine H2 receptor	Peptic ulcer	531-534	K25-K27
T30985	Histamine H2 receptor	Stomach ulcer		K25-K27
T30985	Histamine H2 receptor	Ulcerative colitis	556	K51
T31133	Potassium	Hyperkalemia		E87.5
T31204	5-hydroxytryptamine 2B receptor	Congestive heart failure	428	I50
T31204	5-hydroxytryptamine 2B receptor	Coronary heart disease	414	I25.1
T31204	5-hydroxytryptamine 2B receptor	Depression; Cerebral infarction	311	F30-F39, I63
T31204	5-hydroxytryptamine 2B receptor	Irritable bowel syndrome	564.1, 787.91	A09, K58, K59.1
T31204	5-hydroxytryptamine 2B receptor	Migraine	346	G43
T31204	5-hydroxytryptamine 2B receptor	Psychoses	290-299	F20-F29
T31204	5-hydroxytryptamine 2B receptor	Pulmonary arterial hypertension	416	I27.0, I27.2
T31230	Fumarate reductase flavoprotein subunit	Dutch elm disease; Helminth infection	001-139	B81-B83, A00-B99
T31230	Fumarate reductase flavoprotein subunit	Mature gastrointestinal nematode infections	127	B77-B81
T31230	Fumarate reductase flavoprotein subunit	Trichuris trichiura infection	127.3	B79
T31309	Apoptosis regulator Bcl-2	Advanced melanoma; Multiple myeloma	172, 203.0	C43, C90
T31309	Apoptosis regulator Bcl-2	Amyotrophic lateral sclerosis	335.2	G12.2
T31309	Apoptosis regulator Bcl-2	Breast cancer	174, 175	C50
T31309	Apoptosis regulator Bcl-2	Cancer	140-229	C00-C96
T31309	Apoptosis regulator Bcl-2	Chronic lymphocytic leukaemia		C91
T31309	Apoptosis regulator Bcl-2	Prostate cancer	185	C61
T31309	Apoptosis regulator Bcl-2	Psoriasis	696	L40
T31309	Apoptosis regulator Bcl-2	Unspecified		
T31329	Leishmania donovani DNA topoisomerase I	Solid tumours	140-199, 210-229	C00-D48
T31391	Dipeptidyl peptidase IV	Autism	299	F84.0
T31391	Dipeptidyl peptidase IV	Autoimmune diabetes		E08-E13
T31391	Dipeptidyl peptidase IV	Bone marrow transplantation	279.5, 996	D89.8, T86
T31391	Dipeptidyl peptidase IV	Diabetes	253.5, 588.1	E23.2, N25.1
T31391	Dipeptidyl peptidase IV	Hematological malignancies	200-209	C81-C86
T31391	Dipeptidyl peptidase IV	Hypoglycemia	250.8, 251.0, 251.1, 251.2, 270.3, 775.6, 962.3	E16.0-E16.2
T31391	Dipeptidyl peptidase IV	Metabolic disorders	270-279	E70-E89
T31391	Dipeptidyl peptidase IV	Non-insulin dependent diabetes		E11.9
T31391	Dipeptidyl peptidase IV	Type 2 diabetes	250	E11
T31391	Dipeptidyl peptidase IV	Unspecified		
T31424	Alpha-2 adrenergic receptor	Acute myeloid leukemia	205	C92.0
T31424	Alpha-2 adrenergic receptor	Additional intra ocular pressure reduction		H40-H42
T31424	Alpha-2 adrenergic receptor	Angina pectoris	413	I20
T31424	Alpha-2 adrenergic receptor	Attention deficit hyperactivity disorder	314	F90
T31424	Alpha-2 adrenergic receptor	Glaucoma	365	H40-H42
T31424	Alpha-2 adrenergic receptor	Heroin and opiate withdrawal	304	F10-F19
T31424	Alpha-2 adrenergic receptor	High blood pressure	401	I10-I16
T31424	Alpha-2 adrenergic receptor	Hypertension	401	I10-I16
T31424	Alpha-2 adrenergic receptor	Male impotence	302.72, 607.84	F52.2, N48.4
T31424	Alpha-2 adrenergic receptor	Male sexual disorders		F52
T31424	Alpha-2 adrenergic receptor	Moderate-to-severe pain		R52, G89
T31424	Alpha-2 adrenergic receptor	Muscle weakness; Easy fatigability		M62.8
T31424	Alpha-2 adrenergic receptor	Nasal congestion; Eye irritations		R09.81
T31424	Alpha-2 adrenergic receptor	Sedation	338	R52, G89
T31424	Alpha-2 adrenergic receptor	Senile dementia; Brain ischaemia	290-294, 435, 437	F01-F07, G45.9, I67.8
T31424	Alpha-2 adrenergic receptor	Spasms; Pain	338,780	R52, G89
T31458	PK modulator	Hereditary angioedema	277.6	D84.1
T31479	Phospholipase A2	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T31479	Phospholipase A2	Allergy	995.3	T78.4
T31479	Phospholipase A2	Arteriosclerosis	440	I70
T31479	Phospholipase A2	Arthritis	710-719	M00-M25
T31479	Phospholipase A2	Asthma		J45
T31479	Phospholipase A2	Contact dermatitis	692	L23, L24, L25
T31479	Phospholipase A2	Inflammatory and pruritic manifestations of corticosteroid responsive dermatoses		L20-L30
T31479	Phospholipase A2	Inflammatory and pruritic manifestations of moderate to severe corticosteroid-responsive dermatoses of the scalp		L20-L30
T31479	Phospholipase A2	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T31479	Phospholipase A2	Leishmaniasis		B55.0
T31479	Phospholipase A2	Nerve injury		T14.4
T31479	Phospholipase A2	Pruritus	698	L29
T31479	Phospholipase A2	Rheumatoid arthritis	710-719, 714	M05-M06
T31479	Phospholipase A2	Unspecified		
T31479	Phospholipase A2	Visceral leishmaniasis	85	B55.0
T31514	Lysosomal alpha-glucosidase	Pompe's disease		E74.02
T31518	ApoCIII	Severe hypertriglyceridemia		I20-I25
T31595	Neuraminidase	Influenza virus		J11.1
T31600	protein kinase N3	Solid tumours	140-199, 210-229	C00-D48
T31621	Heparin-binding growth factor 2	Acne vulgaris	706.1	L70.0
T31621	Heparin-binding growth factor 2	Arteriosclerosis	440	I70
T31621	Heparin-binding growth factor 2	Neurodegenerative disease	330-337	G30-G32
T31751	1-deoxy-D-xylulose-5-phosphate reductoisomerase	Malaria		B54
T31825	Hemoglobin subunit beta	Beta thalassemia		D56.1
T31902	ADAM 10	Cancer	140-229	C00-C96
T31956	Glutamyl aminopeptidase	Hypertension	401	I10-I16
T31989	Sphingosine kinase	Advanced solid tumor	140-199	C00-C75, C7A, C7B
T31992	Carbonic anhydrase XIV	Inborn error of metabolism		E88.9
T32060	5-hydroxytryptamine 2A receptor	Addiction		
T32060	5-hydroxytryptamine 2A receptor	Alcohol use disorders	303	F10.2
T32060	5-hydroxytryptamine 2A receptor	Anxiety disorder	300, 311	F32, F40-F42
T32060	5-hydroxytryptamine 2A receptor	Cardiovascular disorder		I00-I99
T32060	5-hydroxytryptamine 2A receptor	Central nervous system disease		G00-G99
T32060	5-hydroxytryptamine 2A receptor	Depression	311	F30-F39
T32060	5-hydroxytryptamine 2A receptor	Diabetes	253.5, 588.1	E23.2, N25.1
T32060	5-hydroxytryptamine 2A receptor	Erythropoietic porphyria		E80.0
T32060	5-hydroxytryptamine 2A receptor	Fibromyalgia	729.1	M79.7
T32060	5-hydroxytryptamine 2A receptor	Glaucoma	365	H40-H42
T32060	5-hydroxytryptamine 2A receptor	Hemorrhoids		I84
T32060	5-hydroxytryptamine 2A receptor	Migraine	346	G43
T32060	5-hydroxytryptamine 2A receptor	Mood disorder		F30-F39
T32060	5-hydroxytryptamine 2A receptor	Pancreatitis	577.0-577.1	K85, K86.0K86.1
T32060	5-hydroxytryptamine 2A receptor	Psychiatric disorder	290-319	F01-F99
T32060	5-hydroxytryptamine 2A receptor	Schizophrenia	295	F20
T32060	5-hydroxytryptamine 2A receptor	Schizophrenia; Sleep maintenance insomnia	295, 307.41, 307.42, 327.0, 780.51, 780.52	F20, F51.0, G47.0
T32060	5-hydroxytryptamine 2A receptor	Sleep disorders	307.4, 327, 780.5	F51, G47
T32060	5-hydroxytryptamine 2A receptor	Unspecified		
T32137	NADH oxidase	Fibrosis	709.2	L90.5
T32240	Interleukin-15	Rheumatoid arthritis	710-719, 714	M05-M06
T32247	Calcitonin receptor	Hypertension	401	I10-I16
T32247	Calcitonin receptor	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T32247	Calcitonin receptor	Paget's disease	731	M88
T32247	Calcitonin receptor	Pain; Postmenopausal osteoporosis	338, 356.0, 356.8, 780, 733	G64, G90.0, R52, G89, M80-M81
T32262	Calcitoningene-related peptide type 1 receptor	Migraine	346	G43
T32262	Calcitoningene-related peptide type 1 receptor	Migraine; Cluster headaches	339.00, 339.01, 339.02, 346	G43, G44.0
T32282	Prolactin	Multiple scierosis	340	G35
T32326	HBV immunoglobulin	HBV infection	070.2-070.3	B16, B18.0, B18.1
T32335	Inhibitor of nuclear factor kappa-B kinase	Arthritis	710-719	M00-M25
T32369	Endonuclease	Alzheimer disease	331	G30
T32369	Endonuclease	Heart disease	390-429	I00-I52
T32369	Endonuclease	Hypertension	401	I10-I16
T32387	endothelium of blood vessels	Uncomplicated spider veins; Uncomplicated reticular veins		I80-I89
T32418	Expression of STAT-3	Immuno-modulator	135, 691.8, 692.9, 710-719, 714	D86, L20, L20-L30, M00-M25, M05-M06
T32456	Second phase insulin secretion	Restenosis		I51.89
T32578	Interleukin-6	Anemia	280-285	D50-D64
T32578	Interleukin-6	Crohn's disease	555	K50
T32578	Interleukin-6	Hematological malignancies	200-209	C81-C86
T32578	Interleukin-6	Psoriatic arthritis; Rheumatoid arthritis	696.0, 710-719, 714	L40.5, M00-M25, M05-M06, M07
T32578	Interleukin-6	Rheumatoid arthritis	710-719, 714	M05-M06
T32612	Cyclin-dependent kinase	Cancer	140-229	C00-C96
T32628	Sarco/endoplasmic reticulum Ca2+-ATPase (SERCA)	Malaria		B54
T32720	Killer cell immunoglobulin-like receptor 2DL1/2DL2/2DL3/2DS1/2DS2	Multiple myeloma	203	C90
T32855	Neurotrophin-3	Central nervous system disease		G00-G99
T32855	Neurotrophin-3	Constipation	564	K59.0
T32862	Fungal ergosterol on cell membrane	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T32862	Fungal ergosterol on cell membrane	Fungal infections	110-118	B35-B49
T32880	HIF prolyl hydroxylase-2	Cancer	140-229	C00-C96
T32973	Legumain	Solid tumours	140-199, 210-229	C00-D48
T33124	D-amino acid oxidase	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T33193	Penicillin binding protein 3	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T33193	Penicillin binding protein 3	Bacterial respiratory tract infection		J13, J15
T33193	Penicillin binding protein 3	Urinary tract infections	599	N39.0
T33275	Tuftsin receptor	Diagnostic imaging	331	G30, I73.9
T33425	Epidermal growth factor ligand	Oral mucositis	528	K12.3
T33425	Epidermal growth factor ligand	Wound healing		T14.0-T14.1
T33489	Steryl-sulfatase	Endometriosis	617	N80
T33489	Steryl-sulfatase	Prostate cancer	185	C61
T33491	Histidine kinase KinA	Fungal infections	110-118	B35-B49
T33584	Glutamate receptor 1	Convulsions	780.3	R56.0
T33584	Glutamate receptor 1	Major depressive disorder; Schizophrenia	296.2, 296.3, 710.0, 295	F32, F33, M32, F20
T33629	Apoptosis in prostate tumor	Breast cancer	174, 175	C50
T33641	Cholesterol 24-hydroxylase	Glutamate excitotoxiity		T36-T65
T33754	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Congestive heart failure	428	I50
T33754	CGMP-inhibited 3',5'-cyclic phosphodiesterase	Heart failure	428	I50
T33765	mRNA of MCL-1	Systemic mastocytosis	202.6, 757.33	C96.2
T33846	Interleukin-17 receptor	Autoimmune diabetes		E08-E13
T33846	Interleukin-17 receptor	Rheumatoid arthritis	710-719, 714	M05-M06
T33887	PDGF receptor	Cancer	140-229	C00-C96
T33901	Niemann-Pick C1-like protein 1	Hypercholesterolemia		E78
T33917	Hydroxy radical	Renal disease		N00-N29
T34071	mRNA of TNF alpha	Crohn's disease; Rheumatoid arthritis	555, 710-719, 714	K50, M05-M06
T34234	Vitamin D receptor	Acne vulgaris	706.1	L70.0
T34234	Vitamin D receptor	Acute myeloid leukemia	205	C92.0
T34234	Vitamin D receptor	Cancer	140-229	C00-C96
T34234	Vitamin D receptor	Chronic kidney disease; Kidney transplantation	403, 580-589, 585.1-585.5, 585.9, 996	N00-N29, N18, T86
T34234	Vitamin D receptor	Hyperparathyroidism	252.02, 588.81	E21.1
T34234	Vitamin D receptor	Hypocalcemia; Hypoparathyroidism	252.0, 275.41	E21, E83.51
T34234	Vitamin D receptor	Hypoparathyroidism	252.1	E20, E89.2, P71.4
T34234	Vitamin D receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T34234	Vitamin D receptor	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T34234	Vitamin D receptor	Prostate cancer	185	C61
T34234	Vitamin D receptor	Prostate disease		N42.9
T34234	Vitamin D receptor	Psoriasis	696	L40
T34234	Vitamin D receptor	Rickets		E55
T34234	Vitamin D receptor	Unspecified		
T34234	Vitamin D receptor	Urinary incontinence	788.3	N39.3, N39.4, R32
T34234	Vitamin D receptor	Vitamin D deficiency	268	E55
T34239	Protoporphyrinogen oxidase	Actinic keratosis	702	L57.0
T34287	Mannose-6-phosphate isomerase	Acne vulgaris	706.1	L70.0
T34287	Mannose-6-phosphate isomerase	Leprosy and dermatitis herpetiformis		L13.0
T34296	Collagenase 3	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T34296	Collagenase 3	Osteoarthritis	715	M15-M19, M47
T34296	Collagenase 3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T34318	Cathelicidin antimicrobial peptide	Asthma		J45
T34429	Neuronal acetylcholine receptor protein, alpha-7 chain	Alzheimer disease	331	G30
T34429	Neuronal acetylcholine receptor protein, alpha-7 chain	Alzheimer disease; Schizophrenia	295, 331.0	F20, G30
T34429	Neuronal acetylcholine receptor protein, alpha-7 chain	Anesthesia	338	R20.0
T34429	Neuronal acetylcholine receptor protein, alpha-7 chain	Asthma		J45
T34429	Neuronal acetylcholine receptor protein, alpha-7 chain	Attention deficit hyperactivity disorder	314	F90
